date,station,PM10,PM2.5,SO2,NOx,AQI,year,month,weekday,is_weekend,season,AQI_category
2021-11-27,Raipur Road,145.83,83.07,19.46,25.0,177.0,2021,11,Saturday,True,Post-Monsoon,Moderate
2021-11-30,Clock Tower,154.47,87.12,20.8,26.0,190.0,2021,11,Tuesday,False,Post-Monsoon,Moderate
2021-11-30,Himalayan Drug (ISBT),159.61,97.06,23.07,27.0,224.0,2021,11,Tuesday,False,Post-Monsoon,Poor
2021-12-01,Clock Tower,148.06,88.37,20.33,23.85,195.0,2021,12,Wednesday,False,Winter,Moderate
2021-12-02,Raipur Road,149.61,84.02,18.0,23.79,180.0,2021,12,Thursday,False,Winter,Moderate
2021-12-03,Himalayan Drug (ISBT),158.59,98.7,20.33,24.99,229.0,2021,12,Friday,False,Winter,Poor
2021-12-04,Clock Tower,159.82,91.51,20.58,25.3,205.0,2021,12,Saturday,True,Winter,Poor
2021-12-06,Raipur Road,142.41,82.3,18.4,23.92,174.0,2021,12,Monday,False,Winter,Moderate
2021-12-07,Himalayan Drug (ISBT),150.13,96.27,19.95,24.59,221.0,2021,12,Tuesday,False,Winter,Poor
2021-12-09,Raipur Road,149.53,76.91,17.6,23.92,156.0,2021,12,Thursday,False,Winter,Moderate
2021-12-10,Himalayan Drug (ISBT),155.6,94.55,21.09,25.66,215.0,2021,12,Friday,False,Winter,Poor
2021-12-11,Clock Tower,154.39,87.11,20.06,24.78,190.0,2021,12,Saturday,True,Winter,Moderate
2021-12-14,Raipur Road,150.52,80.13,18.7,23.62,167.0,2021,12,Tuesday,False,Winter,Moderate
2021-12-15,Himalayan Drug (ISBT),157.25,95.15,21.86,24.64,217.0,2021,12,Wednesday,False,Winter,Poor
2021-12-16,Clock Tower,159.86,89.07,19.5,25.43,197.0,2021,12,Thursday,False,Winter,Moderate
2021-12-17,Raipur Road,152.3,81.07,19.4,21.86,170.0,2021,12,Friday,False,Winter,Moderate
2021-12-18,Himalayan Drug (ISBT),155.33,93.2,22.57,25.56,211.0,2021,12,Saturday,True,Winter,Poor
2021-12-20,Clock Tower,163.6,92.77,20.7,25.05,209.0,2021,12,Monday,False,Winter,Poor
2021-12-21,Raipur Road,155.42,83.15,18.6,22.8,177.0,2021,12,Tuesday,False,Winter,Moderate
2021-12-22,Himalayan Drug (ISBT),159.61,97.06,23.49,26.56,224.0,2021,12,Wednesday,False,Winter,Poor
2021-12-23,Clock Tower,162.27,91.3,20.83,25.34,204.0,2021,12,Thursday,False,Winter,Poor
2021-12-24,Himalayan Drug (ISBT),169.44,90.75,23.01,25.9,203.0,2021,12,Friday,False,Winter,Poor
2021-12-27,Himalayan Drug (ISBT),169.56,91.42,23.84,26.66,205.0,2021,12,Monday,False,Winter,Poor
2021-12-28,Clock Tower,159.1,93.33,21.33,24.9,211.0,2021,12,Tuesday,False,Winter,Poor
2021-12-29,Himalayan Drug (ISBT),168.78,87.08,22.97,25.9,190.0,2021,12,Wednesday,False,Winter,Moderate
2021-12-30,Clock Tower,168.9,92.72,19.99,25.29,209.0,2021,12,Thursday,False,Winter,Poor
2021-12-31,Himalayan Drug (ISBT),161.97,88.35,23.77,26.69,195.0,2021,12,Friday,False,Winter,Moderate
